"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12400","User can login with valid credential","Smart People HRM Test Suite","Mon Feb 17 12:31:31 UTC 2025","passed","Mon Feb 17 12:31:43 UTC 2025","testrunner.LoginTestRunner","Login Test","testrunner.LoginTestRunner","doLogin"
